acousticness,billboard_artist,billboard_df_index,billboard_name,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,popularity,release_date,speechiness,spotify_album,spotify_artist,spotify_song,tempo,time_signature,type,uri,valence
0.262,manfred mann,414.0,do wah diddy diddy,0.661,143400.0,0.557,0.0,7gEpTMp9MQc1uJwivtL37R,0.0,4.0,0.0557,-8.244,1.0,61.0,1964,0.049,Groovin' with Manfred Mann,Manfred Mann,Do Wah Diddy Diddy,125.445,4.0,audio_features,spotify:track:7gEpTMp9MQc1uJwivtL37R,0.957
0.334,the beatles,415.0,please please me,0.527,120853.0,0.48,0.0,6EHuOufBeL6vk3TvVJB5qo,0.0,4.0,0.0702,-9.61,1.0,54.0,1963-03-22,0.028,Please Please Me (Remastered),The Beatles,Please Please Me - Remastered,139.388,4.0,audio_features,spotify:track:6EHuOufBeL6vk3TvVJB5qo,0.706
0.0152,martha and the vandellas,416.0,dancing in the street,0.56,160800.0,0.591,0.0,18lhlui9lpuCVjy6PGZtnP,0.000391,11.0,0.225,-9.346,0.0,52.0,2002,0.042,Dance Party & Watchout!,Martha Reeves & The Vandellas,Dancing In The Street,125.99,4.0,audio_features,spotify:track:18lhlui9lpuCVjy6PGZtnP,0.282
0.731,billy j kramer,417.0,little children,0.576,167507.0,0.528,0.0,3uSVoyGmhCVD9rFDFGipw0,3.64e-05,10.0,0.156,-9.832,1.0,35.0,1997,0.0325,The Very Best Of Billy J Kramer,Billy J. Kramer,Little Children,104.979,4.0,audio_features,spotify:track:3uSVoyGmhCVD9rFDFGipw0,0.707
0.908,the drifters,419.0,under the boardwalk,0.747,161960.0,0.226,0.0,65jrjEhWfAvysKfnojk1i0,0.000168,7.0,0.107,-13.635,1.0,65.0,1964-06-01,0.0415,Under The Boardwalk,The Drifters,Under The Boardwalk,123.789,4.0,audio_features,spotify:track:65jrjEhWfAvysKfnojk1i0,0.778
0.395,the dixie cups,420.0,chapel of love,0.539,167773.0,0.364,0.0,0SMRck5oZi9hc16L6FuRF6,0.0,6.0,0.131,-13.56,0.0,57.0,1987-08-04,0.0341,Full Metal Jacket (Original Motion Picture Soundtrack),The Dixie Cups,Chapel Of Love,123.056,4.0,audio_features,spotify:track:0SMRck5oZi9hc16L6FuRF6,0.59
0.678,terry stafford,421.0,suspicion,0.595,154907.0,0.57,0.0,17YtDVU9bUluyihdOKWfxu,0.291,2.0,0.13,-11.301,1.0,39.0,1994,0.0356,Suspicion,Terry Stafford,Suspicion,137.757,4.0,audio_features,spotify:track:17YtDVU9bUluyihdOKWfxu,0.884
0.276,the dave clark five,422.0,glad all over,0.442,161840.0,0.508,0.0,0Kgjoj9gsmjqWWo46fved4,0.0,0.0,0.0782,-8.775,1.0,15.0,2010-01-01,0.0314,"Happy Days 50's, 60's",The Musicmakers,Glad All Over - Originally Performed By Dave Clark Five,140.836,4.0,audio_features,spotify:track:0Kgjoj9gsmjqWWo46fved4,0.964
0.757,the newbeats,425.0,bread and butter,0.71,122720.0,0.546,0.0,4RJi2cYNOxfklHZZ7foR2y,0.00981,2.0,0.152,-14.582,1.0,33.0,2011-09-20,0.0469,The Newbeats,The Newbeats,Bread and Butter,82.182,4.0,audio_features,spotify:track:4RJi2cYNOxfklHZZ7foR2y,0.897
0.225,gene pitney,426.0,it hurts to be in love,0.564,155053.0,0.74,0.0,1KLqvYkYI5RrjZGgo9Jh0S,0.0,6.0,0.0755,-6.716,1.0,36.0,2005,0.066,18 All-Time Greatest Hits,Gene Pitney,It Hurts To Be In Love,129.012,4.0,audio_features,spotify:track:1KLqvYkYI5RrjZGgo9Jh0S,0.712
0.677,jan and dean,427.0,dead mans curve,0.459,151160.0,0.703,0.0,2BPEPkeifa5LoOg2Cq9bkx,0.000707,6.0,0.0815,-9.578,1.0,40.0,2010-11-26,0.041,Dead Man's Curve/New Girl In School,Jan & Dean,Dead Man's Curve,133.5,4.0,audio_features,spotify:track:2BPEPkeifa5LoOg2Cq9bkx,0.904
0.52,jay and the americans,428.0,come a little bit closer,0.636,166667.0,0.684,0.0,252YuUdUaC5OojaBU0H1CP,0.0015,3.0,0.534,-9.302,1.0,70.0,1964,0.057,Come A Little Bit Closer,Jay & The Americans,Come A Little Bit Closer,132.509,4.0,audio_features,spotify:track:252YuUdUaC5OojaBU0H1CP,0.881
0.232,peter and gordon,429.0,a world without love,0.512,160880.0,0.658,0.0,1A0j6qANKHgk7VZ6uvYO06,0.0,1.0,0.108,-9.972,0.0,43.0,2001,0.0607,The Ultimate Peter And Gordon,Peter And Gordon,A World Without Love,129.861,4.0,audio_features,spotify:track:1A0j6qANKHgk7VZ6uvYO06,0.752
0.024,the honeycombs,430.0,have i the right,0.368,178040.0,0.891,0.0,1JlSSoGv2cQgrkp7qyYfT5,0.000611,1.0,0.194,-8.067,0.0,38.0,2003-02-28,0.26,Have I The Right - The Very Best Of The Honeycombs,The Honeycombs,Have I the Right,142.216,4.0,audio_features,spotify:track:1JlSSoGv2cQgrkp7qyYfT5,0.527
0.379,the serendipity singers,431.0,dont let the rain come down crooked little man,0.691,163600.0,0.459,0.0,1NgNvFswK7R7Xi20fJSA4d,0.0,2.0,0.118,-9.807,1.0,15.0,2008-06-12,0.245,The Serendipity Singers - Their Very Best,The Serendipity Singers,Don't Let The Rain Come Down (Crooked Little Man),129.608,4.0,audio_features,spotify:track:1NgNvFswK7R7Xi20fJSA4d,0.81
0.782,the supremes,432.0,baby love,0.582,158040.0,0.636,0.0,5uES1C2NgkdrNHiCwf9jRr,0.0,0.0,0.534,-9.266,1.0,61.0,1964-08-31,0.0381,Where Did Our Love Go,The Supremes,Baby Love,135.769,4.0,audio_features,spotify:track:5uES1C2NgkdrNHiCwf9jRr,0.715
0.652,betty everett,433.0,let it be me,0.227,170653.0,0.432,0.0,2MVG3i3yWBhG0DY2VBqOVh,3.58e-06,10.0,0.181,-10.248,1.0,15.0,2007-01-01,0.031,Moon River / Delicious Together,Jerry Butler,Let It Be Me,87.16,4.0,audio_features,spotify:track:2MVG3i3yWBhG0DY2VBqOVh,0.42
0.237,dusty springfield,434.0,wishin and hopin,0.679,176400.0,0.38,0.0,7yr4IstGuyLUIYYPUu9xQh,0.0,11.0,0.152,-10.035,1.0,42.0,1964-06,0.0382,Stay Awhile / I Only Want To Be With You,Dusty Springfield,Wishin' And Hopin',108.133,4.0,audio_features,spotify:track:7yr4IstGuyLUIYYPUu9xQh,0.728
0.762,lesley gore,435.0,you dont own me,0.466,151800.0,0.582,0.0,5lJ82USsgwL4e137fqmj2P,3.28e-05,2.0,0.619,-6.207,1.0,49.0,2000-01-01,0.0252,20th Century Masters: The Millennium Collection: Best Of Lesley Gore,Lesley Gore,You Don't Own Me,95.089,3.0,audio_features,spotify:track:5lJ82USsgwL4e137fqmj2P,0.704
0.719,dionne warwick,436.0,walk on by,0.7,178333.0,0.33,0.0,3xsOtNxtBW0oTI1OWKAzTm,8.6e-05,5.0,0.136,-9.027,1.0,57.0,1964,0.0303,Make Way For Dionne Warwick,Dionne Warwick,Walk On By,98.605,4.0,audio_features,spotify:track:3xsOtNxtBW0oTI1OWKAzTm,0.524
0.000433,the animals,437.0,the house of the rising sun,0.289,271280.0,0.583,0.0,7BY005dacJkbO6EPiOh2wb,0.225,9.0,0.103,-6.596,0.0,69.0,1964-01-01,0.0328,The Animals,The Animals,House Of The Rising Sun,117.007,3.0,audio_features,spotify:track:7BY005dacJkbO6EPiOh2wb,0.28
0.574,ronny and the daytonas,438.0,gto,0.482,149333.0,0.615,0.0,5GvVxxwieOVIlZaCU9bG0R,7.96e-06,4.0,0.795,-7.047,1.0,34.0,2005-09-20,0.0468,G.T.O. Best Of The Mala Recordings,Ronny & The Daytonas,G.T.O.,83.117,4.0,audio_features,spotify:track:5GvVxxwieOVIlZaCU9bG0R,0.932
0.641,the beatles,439.0,twist and shout,0.482,155227.0,0.849,0.0,5ZBeML7Lf3FMEVviTyvi8l,7.74e-06,2.0,0.0414,-9.198,1.0,68.0,1963-03-22,0.0452,Please Please Me (Remastered),The Beatles,Twist And Shout - Remastered,124.631,4.0,audio_features,spotify:track:5ZBeML7Lf3FMEVviTyvi8l,0.937
0.593,johnny rivers,440.0,memphis,0.614,164800.0,0.794,0.0,5QqdnAVnNCfWp9CZ3pi5a0,0.0,4.0,0.966,-7.979,1.0,39.0,1995-05-30,0.0742,Totally Live At The Whisky A Go Go,Johnny Rivers,Memphis - 1995 Digital Remaster,90.653,4.0,audio_features,spotify:track:5QqdnAVnNCfWp9CZ3pi5a0,0.646
0.854,danny williams,441.0,white on white,0.651,138787.0,0.537,0.0,6jNSLzZleQ0iprO0seAwun,0.0,0.0,0.304,-7.944,1.0,18.0,2010-08-13,0.026,Lost Hits Of The 60's (All Original Artists & Versions),Danny Williams,White On White - Original Hit Version,112.825,4.0,audio_features,spotify:track:6jNSLzZleQ0iprO0seAwun,0.746
0.531,the rip chords,442.0,hey little cobra,0.563,119960.0,0.754,0.0,5LV5LgYnApxTF0BoZ3cDye,0.0,6.0,0.379,-7.442,1.0,26.0,1962,0.0676,Hey Little Cobra,The Rip Chords,Hey Little Cobra,156.664,4.0,audio_features,spotify:track:5LV5LgYnApxTF0BoZ3cDye,0.918
0.743,betty everett,443.0,the shoop shoop song its in his kiss,0.646,136117.0,0.454,0.0,3qoNRhQuqbAG4uXrPx2aSk,0.0,9.0,0.21,-9.763,1.0,39.0,1993-01-01,0.057,The Shoop Shoop Song (Deluxe Version),Betty Everett,The Shoop Shoop Song (It's In His Kiss),121.972,4.0,audio_features,spotify:track:3qoNRhQuqbAG4uXrPx2aSk,0.967
0.2,the dave clark five,444.0,bits and pieces,0.758,117721.0,0.518,0.0,0cWgAloDMZCtLhxAbsYH6I,0.0,0.0,0.072,-12.926,1.0,1.0,2015-03-09,0.0345,The Karaoke Channel - Sing Bits and Pieces Like the Dave Clark Five,The Karaoke Channel,Bits and Pieces,143.125,4.0,audio_features,spotify:track:0cWgAloDMZCtLhxAbsYH6I,0.965
0.156,millie small,445.0,my boy lollipop,0.701,120373.0,0.444,0.0,4yb9nJL8YatoQbz6YPB3hl,6.49e-05,2.0,0.155,-13.134,1.0,34.0,1997-01-01,0.0616,"Ska's The Limit 1959-1964, Vol.1",Millie Small,My Boy Lollipop,132.542,4.0,audio_features,spotify:track:4yb9nJL8YatoQbz6YPB3hl,0.964
0.139,major lance,446.0,um um um um um um,0.851,139440.0,0.426,0.0,39FS8GMCTRPAgHOyaNnUSl,0.0,11.0,0.331,-11.192,0.0,50.0,2000-09-05,0.0686,The Very Best Of Major Lance,Major Lance,"Um, Um, Um, Um, Um, Um",117.384,4.0,audio_features,spotify:track:39FS8GMCTRPAgHOyaNnUSl,0.901
0.548,jan and dean,447.0,the little old lady from pasadena,0.478,166040.0,0.817,0.0,4F2w3xgfaVJdCSAqDtJULv,4e-05,3.0,0.0444,-5.48,1.0,41.0,1964,0.0316,The Little Old Lady From Pasadena,Jan & Dean,The Little Old Lady (From Pasadena),145.946,4.0,audio_features,spotify:track:4F2w3xgfaVJdCSAqDtJULv,0.943
0.406,gerry and the pacemakers,448.0,dont let the sun catch you crying,0.477,157093.0,0.352,0.0,0ZMMtH875IR2TfkyC4PolD,0.0,1.0,0.122,-14.165,1.0,40.0,2008-02-11,0.03,You'll Never Walk Alone (The EMI Years 1963-1966),Gerry & The Pacemakers,Don't Let the Sun Catch You Crying - Mono; Main,106.773,4.0,audio_features,spotify:track:0ZMMtH875IR2TfkyC4PolD,0.478
0.729,chad and jeremy,449.0,a summer song,0.587,160413.0,0.414,0.0,5xM7bDmr2KUynKX6OfZufi,0.000123,9.0,0.106,-12.68,1.0,44.0,1965,0.0296,A Summer Song,Chad & Jeremy,A Summer Song,124.016,4.0,audio_features,spotify:track:5xM7bDmr2KUynKX6OfZufi,0.497
0.865,stan getz,450.0,the girl from ipanema,0.658,317987.0,0.138,0.0,6n50vexd6yBNvSOc6QHT5X,0.00313,8.0,0.107,-16.717,1.0,49.0,1964-04,0.0419,Getz/Gilberto,Stan Getz,The Girl From Ipanema,129.472,4.0,audio_features,spotify:track:6n50vexd6yBNvSOc6QHT5X,0.398
0.283,the beatles,451.0,cant buy me love,0.483,131867.0,0.677,0.0,3SdingSsFcZDZAyvcJbgAw,0.0,0.0,0.321,-5.91,1.0,57.0,1964-07-10,0.0593,A Hard Day's Night (Remastered),The Beatles,Can't Buy Me Love - Remastered,170.72,4.0,audio_features,spotify:track:3SdingSsFcZDZAyvcJbgAw,0.842
0.384,the shangri las,452.0,remember walking in the sand,0.484,137973.0,0.484,0.0,2OoklMZx3kfwpuepMCrxTn,0.634,2.0,0.105,-11.269,0.0,15.0,2010-01-28,0.0367,Girl Groups Of The 60's,The Shangri-Las,Remember (Walking In The Sand) - Re-Recording,65.751,4.0,audio_features,spotify:track:2OoklMZx3kfwpuepMCrxTn,0.394
0.318,bobby freeman,453.0,cmon and swim,0.58,187907.0,0.575,0.0,7LAMmINm2WrXyvFAD1iVnD,6.55e-06,5.0,0.44,-10.527,0.0,28.0,2005-05-17,0.0336,Do You Wanna Dance,Bobby Freeman,C'mon And Swim,78.797,4.0,audio_features,spotify:track:7LAMmINm2WrXyvFAD1iVnD,0.912
0.608,the beatles,454.0,do you want to know a secret,0.673,117013.0,0.349,0.0,7Aobt67JnaF7qN8jCCKvHq,0.0,4.0,0.38,-12.414,1.0,55.0,1963-03-22,0.0368,Please Please Me (Remastered),The Beatles,Do You Want To Know A Secret - Remastered,124.451,4.0,audio_features,spotify:track:7Aobt67JnaF7qN8jCCKvHq,0.609
0.637,the impressions,455.0,keep on pushing,0.635,155627.0,0.536,0.0,5mDEEfMs1fHTjoEffGvnvr,0.0,1.0,0.101,-6.622,0.0,34.0,1964-06-07,0.044,Keep On Pushing,The Impressions,Keep On Pushing,66.757,3.0,audio_features,spotify:track:5mDEEfMs1fHTjoEffGvnvr,0.727
0.0204,the four tops,456.0,baby i need your loving,0.572,177526.0,0.473,0.0,3KVyEbNiZOy2El9dKnNrBJ,0.0473,3.0,0.168,-8.887,1.0,0.0,2015-08-21,0.0302,The Karaoke Channel - Sing Baby I Need Your Loving Like Four Tops,The Karaoke Channel,Baby I Need Your Loving (Originally Performed by Four Tops) [Karaoke Version],120.986,4.0,audio_features,spotify:track:3KVyEbNiZOy2El9dKnNrBJ,0.666
0.275,diane renay,457.0,navy blue,0.669,150840.0,0.832,0.0,11p8gGHiZ3zOJbU3CfFTiN,0.0,9.0,0.101,-8.73,0.0,23.0,2009-01-01,0.0742,Navy Blue - 25 Super Tracks,Diane Renay,Navy Blue,137.674,4.0,audio_features,spotify:track:11p8gGHiZ3zOJbU3CfFTiN,0.962
0.647,the bachelors,458.0,diane,0.447,152373.0,0.468,0.0,4w6FF8PrCOy6rb88C1ITQo,0.0,3.0,0.178,-10.151,1.0,16.0,2009-01-01,0.0314,The World Of The Bachelors,The Bachelors,Diane,129.977,4.0,audio_features,spotify:track:4w6FF8PrCOy6rb88C1ITQo,0.439
0.367,the marketts,459.0,out of limits,0.485,129293.0,0.779,0.0,7xAJpAeopaV6rilu3iiwME,0.432,7.0,0.18,-14.235,1.0,48.0,1964,0.039,Out Of Limits!,The Marketts,Out Of Limits,133.223,4.0,audio_features,spotify:track:7xAJpAeopaV6rilu3iiwME,0.483
0.141,the hondells,460.0,little honda,0.554,116320.0,0.512,0.0,4RHdEeBLFp6Jw2Jg5xFFLV,6.53e-06,3.0,0.11,-9.192,1.0,11.0,2007-07-01,0.0521,Hits of the 60s: Those Were the Days,The Hondells,Little Honda,159.889,4.0,audio_features,spotify:track:4RHdEeBLFp6Jw2Jg5xFFLV,0.878
0.69,roger miller,461.0,chug a lug,0.699,123360.0,0.408,0.0,3vMwtAfDNM8dDBWMvS78pn,0.000219,11.0,0.145,-11.46,1.0,41.0,2006-01-01,0.096,The Very Best of…,Roger Miller,Chug-A-Lug,171.922,4.0,audio_features,spotify:track:3vMwtAfDNM8dDBWMvS78pn,0.842
0.468,bobby goldsboro,462.0,see the funny little clown,0.573,156493.0,0.292,0.0,2PBF7StGkF8BpMCn8nvrM1,4.16e-05,7.0,0.24,-15.969,1.0,24.0,1991,0.031,Honey - The Best of Bobby Goldsboro,Bobby Goldsboro,See The Funny Little Clown - 1991 Digital Remaster,106.618,4.0,audio_features,spotify:track:2PBF7StGkF8BpMCn8nvrM1,0.631
0.352,the dave clark five,463.0,because,0.596,146733.0,0.58,0.0,1dd9iqRXvxHLcDwHQcYZzj,1.37e-06,7.0,0.15,-7.47,1.0,27.0,2010-01-01,0.0284,Essential 60's,The Musicmakers,Because - Originally Released by Dave Clark Five,123.313,4.0,audio_features,spotify:track:1dd9iqRXvxHLcDwHQcYZzj,0.664
0.205,the reflections,464.0,just like romeo and juliet,0.773,127893.0,0.863,0.0,7iSG8g8HVyGz8pgMD5cG6B,0.586,3.0,0.188,-9.321,1.0,27.0,2004-03-01,0.0356,Doo Wop Love,The Reflections,(Just Like) Romeo & Juliet,145.384,4.0,audio_features,spotify:track:7iSG8g8HVyGz8pgMD5cG6B,0.976
0.867,the new christy minstrels,466.0,today,0.407,164267.0,0.265,0.0,04AHN5VgxJGDxElGvPAnIA,0.0,0.0,0.11,-16.069,1.0,27.0,1965,0.029,The New Christy Minstrels' Greatest Hits,The New Christy Minstrels,Today,98.408,3.0,audio_features,spotify:track:04AHN5VgxJGDxElGvPAnIA,0.388
0.0115,the dave clark five,467.0,cant you see that shes mine,0.627,141268.0,0.628,0.0,6w8weBHRT1LMoCS4m7kw2b,0.853,7.0,0.116,-10.993,1.0,0.0,2008,0.0423,The Karaoke Channel - In the style of Dave Clark Five - Vol. 1,The Karaoke Channel,Can't You See That She's Mine (Karaoke Version),165.629,4.0,audio_features,spotify:track:6w8weBHRT1LMoCS4m7kw2b,0.968
0.708,the shangri las,468.0,leader of the pack,0.418,171333.0,0.566,0.0,6O5PIO5pAWxdoxvaUFQ02G,0.0,1.0,0.692,-8.637,1.0,44.0,1996-01-01,0.0906,The Best Of The Shangri-Las,The Shangri-Las,Leader Of The Pack,129.248,4.0,audio_features,spotify:track:6O5PIO5pAWxdoxvaUFQ02G,0.319
0.132,joe hinton,469.0,funny how time slips away,0.417,186107.0,0.406,0.0,5lZ3sezVWHTpmdVbHyMDBT,0.0,10.0,0.165,-9.005,1.0,7.0,1996-09-07,0.0303,"The ABC's Of Soul, Vol. 1 (Classics From The ABC Records Catalog 1961-1969)",Joe Hinton,Funny How Time Slips Away,102.458,3.0,audio_features,spotify:track:5lZ3sezVWHTpmdVbHyMDBT,0.0978
0.91,dionne warwick,471.0,anyone who had a heart,0.505,184227.0,0.0477,0.0,2BQZvZsA9SRafvWEBSQnri,2.61e-06,8.0,0.0675,-23.032,1.0,38.0,1964,0.0278,Anyone Who Had A Heart,Dionne Warwick,Anyone Who Had a Heart,78.856,3.0,audio_features,spotify:track:2BQZvZsA9SRafvWEBSQnri,0.309
0.492,al martino,472.0,i love you more and more every day,0.476,135333.0,0.219,0.0,4I6OrFObPlJNl1bP2KZTjA,0.0,8.0,0.201,-13.406,1.0,20.0,1992-02-17,0.0296,Capitol Collectors Series,Al Martino,I Love You More And More Every Day - 1992 Digital Remaster,103.496,4.0,audio_features,spotify:track:4I6OrFObPlJNl1bP2KZTjA,0.595
0.768,roy orbison,473.0,its over,0.483,167307.0,0.336,0.0,0a4jcrnAjE7BcOo6B0hdRV,0.000541,0.0,0.128,-11.062,1.0,41.0,2006-03-28,0.0255,The Essential Roy Orbison,Roy Orbison,It's Over,90.361,4.0,audio_features,spotify:track:0a4jcrnAjE7BcOo6B0hdRV,0.56
0.00133,the trashmen,475.0,surfin bird,0.582,143467.0,0.931,0.0,19uIXB2GaFqNcKPSrmjnvw,0.000757,11.0,0.353,-13.552,1.0,43.0,1995,0.0499,Tube City! Best of the Trashmen,The Trashmen,Surfin' Bird,99.254,4.0,audio_features,spotify:track:19uIXB2GaFqNcKPSrmjnvw,0.85
0.186,the tams,476.0,what kind of fool do you think i am,0.74,116560.0,0.386,0.0,01IpNtCBRCrPj91rgARPl3,0.0,7.0,0.152,-13.701,0.0,29.0,2013-03-31,0.0383,The Year Is 1963,The Tams,What Kind of Fool (Do You Think I Am),120.247,4.0,audio_features,spotify:track:01IpNtCBRCrPj91rgARPl3,0.886
0.702,dean martin,477.0,the door is still open to my heart,0.236,171987.0,0.429,0.0,45tNymiGXb2afxk7opDlmA,0.000106,3.0,0.0696,-13.576,1.0,38.0,2014-10-10,0.0467,The Essential Dean Martin,Dean Martin,The Door Is Still Open to My Heart,84.686,4.0,audio_features,spotify:track:45tNymiGXb2afxk7opDlmA,0.356
0.493,the kinks,478.0,you really got me,0.573,134253.0,0.939,0.0,29SyMC0plk6qw8NMF7lfRL,0.0,8.0,0.0994,-6.441,1.0,69.0,1964-10-02,0.0808,Kinks,The Kinks,You Really Got Me - Mono Mix,137.382,4.0,audio_features,spotify:track:29SyMC0plk6qw8NMF7lfRL,0.963
0.666,sammy davis jr,479.0,the shelter of your arms,0.536,172133.0,0.331,0.0,1959PESdlKUTrT3Tx8wXkq,0.0,4.0,0.115,-11.418,1.0,12.0,1964,0.0326,The Shelter Of Your Arms,Sammy Davis Jr.,The Shelter Of Your Arms,101.248,4.0,audio_features,spotify:track:1959PESdlKUTrT3Tx8wXkq,0.356
0.962,the impressions,480.0,im so proud,0.589,171507.0,0.124,0.0,3bq9YHKExHdNzMCublodNs,0.61,11.0,0.0758,-17.17,1.0,41.0,1964-09-09,0.0358,The Never Ending Impressions,The Impressions,I'm So Proud,86.556,3.0,audio_features,spotify:track:3bq9YHKExHdNzMCublodNs,0.285
0.433,the jelly beans,481.0,i wanna love him so bad,0.512,167573.0,0.604,0.0,4lvd9RUYyT5BGG1URmeUJz,1.86e-06,1.0,0.0757,-6.008,1.0,17.0,2012-03-13,0.113,The Originals - Classic Hits from the 50's & 60's,The Jelly Beans,I Wanna Love Him So Bad,121.899,4.0,audio_features,spotify:track:4lvd9RUYyT5BGG1URmeUJz,0.564
0.705,roger miller,482.0,dang me,0.564,102400.0,0.378,0.0,20iH1uibQIUqNFk3wzG7AG,0.000716,9.0,0.0723,-14.468,1.0,42.0,1996,0.168,Super Hits,Roger Miller,Dang Me,197.325,4.0,audio_features,spotify:track:20iH1uibQIUqNFk3wzG7AG,0.687
0.394,al hirt,483.0,cotton candy,0.675,134200.0,0.671,0.0,6vOJGIYpiEgYh4Vjx47c4w,0.941,3.0,0.114,-11.626,1.0,20.0,1964,0.0471,Cotton Candy,Al Hirt,Cotton Candy,148.156,4.0,audio_features,spotify:track:6vOJGIYpiEgYh4Vjx47c4w,0.966
0.737,nancy wilson,484.0,you dont know how glad i am,0.326,157387.0,0.441,0.0,4YkN3JlceD5n2aMqL1kFnH,9.69e-06,5.0,0.328,-9.117,1.0,30.0,1964-01-01,0.0479,How Glad I Am,Nancy Wilson,(You Don't Know) How Glad I Am,208.072,3.0,audio_features,spotify:track:4YkN3JlceD5n2aMqL1kFnH,0.622
0.747,the kingsmen,485.0,money thats what i want,0.549,139546.0,0.706,0.0,4OncTbCLRRozq30FZfx2Tc,0.00889,11.0,0.142,-10.06,1.0,31.0,2006-01-31,0.0341,The Best of The Kingsmen,The Kingsmen,Money (That's What I Want),135.905,4.0,audio_features,spotify:track:4OncTbCLRRozq30FZfx2Tc,0.975
0.579,the searchers,486.0,dont throw your love away,0.539,136960.0,0.682,0.0,79JSK9KJq20yINUKx0feVz,0.0,6.0,0.044,-7.307,1.0,37.0,1964-01-01,0.0387,It's The Searchers,The Searchers,Don't Throw Your Love Away - Mono,122.173,4.0,audio_features,spotify:track:79JSK9KJq20yINUKx0feVz,0.803
0.551,tommy tucker,487.0,hi heel sneakers,0.629,171000.0,0.492,0.0,0ovaa13vJCUVDq0U2cCWnZ,0.000779,5.0,0.0791,-7.31,1.0,8.0,2017-10-20,0.0574,Chess Sing A Song Of Soul 2,Tommy Tucker,Hi-Heel Sneakers,81.16,4.0,audio_features,spotify:track:0ovaa13vJCUVDq0U2cCWnZ,0.801
0.36,gerry and the pacemakers,488.0,how do you do it,0.617,114987.0,0.711,0.0,5eEo0EILtjuK2yWZnVddCc,1.59e-06,9.0,0.0841,-6.433,1.0,25.0,1984,0.0297,The Very Best Of Gerry & The Pacemakers,Gerry & The Pacemakers,How Do You Do It? - Mono,142.266,4.0,audio_features,spotify:track:5eEo0EILtjuK2yWZnVddCc,0.963
0.842,the ventures,489.0,walk dont run,0.492,122933.0,0.634,0.0,7B2pUwzvlbNG9D855r9ugf,0.923,5.0,0.126,-13.247,1.0,44.0,1960-01-01,0.0297,Walk Don't Run,The Ventures,"Walk, Don't Run",156.104,4.0,audio_features,spotify:track:7B2pUwzvlbNG9D855r9ugf,0.949
0.223,the dave clark five,490.0,do you love me,0.644,177302.0,0.683,0.0,2bMCiiBIeMVzLSgVAcAO6x,0.0,2.0,0.0572,-7.629,1.0,0.0,2015-01-05,0.0347,The Karaoke Channel - Sing Do You Love Me Like the Dave Clark Five,The Karaoke Channel,Do You Love Me,141.996,4.0,audio_features,spotify:track:2bMCiiBIeMVzLSgVAcAO6x,0.967
0.905,robert maxwell,491.0,shangri la,0.171,123703.0,0.42,0.0,4CIUnCovHwKniGIANzXgt2,0.358,0.0,0.12,-10.715,0.0,16.0,2014-11-12,0.0343,Shangri-La,Robert Maxwell,Shangri-La,181.71,3.0,audio_features,spotify:track:4CIUnCovHwKniGIANzXgt2,0.23
0.639,jumpin gene simmons,492.0,haunted house,0.605,156907.0,0.632,0.0,77dBhsboEbsoO8heaoHlJ8,4.86e-05,9.0,0.0763,-6.338,1.0,14.0,2014,0.0639,Jumpin' Gene Simmons,Jumpin' Gene Simmons,Haunted House,193.171,4.0,audio_features,spotify:track:77dBhsboEbsoO8heaoHlJ8,0.98
0.54,jimmy hughes,493.0,steal away,0.583,147427.0,0.508,0.0,1tG3zCppK6MN013nd36B3E,0.00175,4.0,0.153,-5.952,1.0,36.0,2008,0.0282,The Best of Jimmy Hughes,Jimmy Hughes,Steal Away,93.848,3.0,audio_features,spotify:track:1tG3zCppK6MN013nd36B3E,0.499
0.27,the beatles,494.0,i saw her standing there,0.491,173947.0,0.801,0.0,3KiexfmhxHvG5IgAElmTkd,0.0,4.0,0.0665,-9.835,1.0,59.0,1963-03-22,0.0361,Please Please Me (Remastered),The Beatles,I Saw Her Standing There - Remastered,160.109,4.0,audio_features,spotify:track:3KiexfmhxHvG5IgAElmTkd,0.971
0.778,andy williams,495.0,a fool never learns,0.542,121787.0,0.706,0.0,78Uz5O2o00RpnNNlvOMl7K,1.21e-05,5.0,0.363,-9.038,1.0,20.0,2013-05-10,0.0318,The Essential Andy Williams,Andy Williams,A Fool Never Learns - Single Version,98.348,4.0,audio_features,spotify:track:78Uz5O2o00RpnNNlvOMl7K,0.755
0.673,billy j kramer,496.0,bad to me,0.644,141173.0,0.58,0.0,6N4l8kzKkG6BunFlg28EFX,0.0,2.0,0.0975,-7.744,1.0,41.0,1991,0.0515,The Best Of The EMI Years,Billy J. Kramer,Bad to Me,127.2,4.0,audio_features,spotify:track:6N4l8kzKkG6BunFlg28EFX,0.788
0.776,bobby vinton,497.0,there ive said it again,0.253,140667.0,0.303,0.0,6Scrggc1xNuIKYWdsftodj,0.0,9.0,0.0959,-10.364,1.0,37.0,1962,0.0303,The Best Of Bobby Vinton,Bobby Vinton,There! I've Said It Again - Single Version,80.146,4.0,audio_features,spotify:track:6Scrggc1xNuIKYWdsftodj,0.308
